BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO;BAGGING;ACBAGG;FPBAGG;FNBAGG;F1BAGG
GERSON;GERSON,GELSON;[GERSON];1;0;1;0.666666666667;[GERSON];1;0;1;0.666666666667;[GEORGINA, GERCINO, GERSON, GRACIANO, GREISON];1;4;1;0.285714285714;[GECYR, GERSON, GESI, GESO, GESSI, GESSY, GEYZON, GISON, JACIR, JACYL, JACYR, JAHASIEL, JAIZA, JASON, JASSEN, JEISON, JESSE, JESSI, JESSIE, JESSY, JESUS, JEZIEL, JEZIO, JOSE, JOSÉ, JOSIAS, JOSIR, JOSSY, JOSUE, JUACIR];1;29;1;0.0625;[GERSON, GESO, GISON];1;2;1;0.4;[GERSON, JURACEMA];1;1;1;0.5;[GERSON];1;0;1;0.666666666667;[GERSON];1;0;1;0.666666666667
GERVAL;GEROVAL, GERVAL;[GERVAL];0;1;2;0.0;[GERVAL];0;1;2;0.0;[GEROVAL, GERVAL];1;1;1;0.5;[GELVA, GEROLIVIA, GEROVAL, GERVAL, GILVAN];1;4;1;0.285714285714;[GELVA, GERVAL, GILVAN];0;3;2;0.0;[GEROVAL, GERVAL];1;1;1;0.5;[GEROVAL, GERVAL];1;1;1;0.5;[GEROVAL, GERVAL];1;1;1;0.5
GESSICA;GESSICA,JESSICA;[GESSI, GESSICA];1;1;1;0.5;[GESSICA];1;0;1;0.666666666667;[GECE, GESI, GESO, GESSI, GESSICA, GESSY];1;5;1;0.25;[GESSICA, JESSICA];2;0;0;1.0;[GESSICA];1;0;1;0.666666666667;[GESSICA, JESSICA];2;0;0;1.0;[GESSICA, JESSICA];2;0;0;1.0;[GESSICA, JESSICA];2;0;0;1.0
GILBERTO;AGILBERTO, GILBERTO, JILBERTO, JULBERTO;[GILBERTO];0;1;4;0.0;[GILBERTO];0;1;4;0.0;[GILBERTO];0;1;4;0.0;[AGILBERTO, GILBERTO, JILBERTO, JULBERTO];1;3;3;0.25;[GILBERTO];0;1;4;0.0;[GILBERTO, JILBERTO, JOUBERTH, JULBERTO];0;4;4;0.0;[AGILBERTO, GILBERTO, JILBERTO, JULBERTO];1;3;3;0.25;[GILBERTO, JILBERTO, JULBERTO];0;3;4;0.0
GILMAR;GILMA, GILMAR;[GILMA, GILMAR];1;1;1;0.5;[GILMA, GILMAR];1;1;1;0.5;[GILMAR];0;1;2;0.0;[ANGELINA, ANGELINO, GERONIMO, GILENE, GILMA, GILMAR, JEREMIAS, JERINO, JERONIMO, JOLMIR, JUARINA, JULIANA, JULIANE, JURANDI, JURANDIR, JURANDY, JURANDYR, JUREMAR];1;17;1;0.1;[GILMA, GILMAR];1;1;1;0.5;[GILMAR, JOLMIR];0;2;2;0.0;[GILMAR];0;1;2;0.0;[GILMAR];0;1;2;0.0
GILSON;GEILSON, GILSON;[GILSON];0;1;2;0.0;[GILSON];0;1;2;0.0;[GEILSON, GELSON, GILSON, GLEICIANO, GLEISON, GLEISSON, GLYCON];1;6;1;0.222222222222;[AGELSON, AGILSON, GEILSON, GELSON, GELZA, GILSO, GILSON, JAILZA, JERUSA, JOELSON, JURUCEI];1;10;1;0.153846153846;[GELSON, GILSO, GILSON];0;3;2;0.0;[GEILSON, GELSON, GILSON, JOELSON];1;3;1;0.333333333333;[GELSON, GILSON];0;2;2;0.0;[GELSON, GILSON];0;2;2;0.0
GIOVANE;GEOVAM, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI;[GIOVANE, GIOVANI];0;2;5;0.0;[GIOVANE, GIOVANI];0;2;5;0.0;[GEOVAM, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI];1;4;4;0.2;[GEOVANES, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVENIL, JOVINA, JOVINIANO, JOVINO, JUVENAL, JUVENIL];0;11;5;0.0;[GEOVANES, GIOVANE];0;2;5;0.0;[GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVINA, JOVINO];0;6;5;0.0;[GIOVANE];0;1;5;0.0;[GIOVANE];0;1;5;0.0
GLADSOM;GLADISSON, GLADSOM, GLEDSON, GLEIDSON;[GLADSOM];0;1;4;0.0;[GLADSOM];0;1;4;0.0;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON];1;4;3;0.222222222222;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON, GREDSON, GREIDISON];1;6;3;0.181818181818;[GLADSOM];0;1;4;0.0;[GLADISSON, GLADSOM, GLEDSON, GLEIDSON];1;3;3;0.25;[GLADSOM];0;1;4;0.0;[GLADSOM];0;1;4;0.0
GLAUCIO;GLAUCIO,GLAUCO;[GLAUCIO];1;0;1;0.666666666667;[GLAUCIO];1;0;1;0.666666666667;[GELZA, GILSO, GLAUCIA, GLAUCIO, GLAUCO, GLECY];2;4;0;0.5;[AGLICIO, AGRICIO, GLAUCIA, GLAUCIO, GLEISON, GLEISSON, GREISON];1;6;1;0.222222222222;[GLAUCIO];1;0;1;0.666666666667;[GLAUCIA, GLAUCIO];1;1;1;0.5;[GLAUCIO];1;0;1;0.666666666667;[GLAUCIO];1;0;1;0.666666666667
GLEIDSON;GLEIDSON,GREDSON,GREIDISON,GLADISSON,GLADSOM, GLAUDISON;[GLEIDSON];1;0;5;0.285714285714;[GLEIDSON];1;0;5;0.285714285714;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON];3;2;3;0.545454545455;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON, GREDSON, GREIDISON];5;2;1;0.769230769231;[GLEIDSON];1;0;5;0.285714285714;[GLADISSON, GLADSOM, GLEDSON, GLEIDSON];3;1;3;0.6;[GLADISSON, GLEDSON, GLEIDSON];2;1;4;0.444444444444;[GLEDSON, GLADISSON, GLEIDSON];2;1;4;0.444444444444
GLEISSON;GLEISON,GLEISSON,GREISON,GLEIDSON;[GLEISSON];1;0;3;0.4;[GLEISSON];1;0;3;0.4;[GEILSON, GELSON, GILSON, GLEICIANO, GLEISON, GLEISSON, GLYCON];2;5;2;0.363636363636;[AGLICIO, AGRICIO, GLAUCIA, GLAUCIO, GLEISON, GLEISSON, GREISON];3;4;1;0.545454545455;[GLEISON, GLEISSON, GREISON];3;0;1;0.857142857143;[GLEISSON];1;0;3;0.4;[GLEISON, GLEISSON];2;0;2;0.666666666667;[GLEISON, GLEISSON];2;0;2;0.666666666667
HAMILTON;HAMILTON,AMILTON;[HAMILTON];1;0;1;0.666666666667;[HAMILTON];1;0;1;0.666666666667;[HAMILTON];1;0;1;0.666666666667;[AMILTON, AMINTAS, ANETE, ANICETA, ANICETO, ANNITA, HAMILTON, MARTA, MARTHA, MATEUS, MATHEUS, MATHIAS, MILTA, MILTON, MIRTES, MIRTHO, MYRTES, MYRTHES, MYRTON, NAILTER, NATAL, NATAN, NESTOR, NILTON, NIRTO, NOEMITA, NONATO];2;25;0;0.137931034483;[AMILTON, ANICETO, HAMILTON];2;1;0;0.8;[HAMILTON, MILTON];1;1;1;0.5;[HAMILTON];1;0;1;0.666666666667;[HAMILTON];1;0;1;0.666666666667
HEBER;HEBER,EBER,HEBERT;[HEBE, HEBER];1;1;2;0.4;[HEBE, HEBER];1;1;2;0.4;[HEBER];1;0;2;0.5;[ABEL, ABIA, ABRAAO, ABRAO, BRAZ, EBER, EBIO, EBRAIM, HEBE, HEBER, IBIS, IBRAHIM, UEBER];2;11;1;0.25;[EBER, HEBE, HEBER];2;1;1;0.666666666667;[HEBER];1;0;2;0.5;[HEBER];1;0;2;0.5;[HEBER];1;0;2;0.5
HELDER;HELDER,ELDER;[HELDER];1;0;1;0.666666666667;[HELDER];1;0;1;0.666666666667;[HELDER];1;0;1;0.666666666667;[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO];2;53;0;0.0701754385965;[ELDER, HELDER];2;0;0;1.0;[CLEYDER, HELDER, LEDIR];1;2;1;0.4;[HELDER];1;0;1;0.666666666667;[HELDER];1;0;1;0.666666666667
HELENA;HELENA,ELENA;[HELENA, HELENI, HELENO];1;2;1;0.4;[HELENA, HELENI, HELENO];1;2;1;0.4;[HELEANA, HELENA, HELENI, HELENO, HELIANA, HIELEM, HILMO];1;6;1;0.222222222222;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[ELENA, HELENA];2;0;0;1.0;[HELEANA, HELENA, HELENI, HELENO, HELIANA, LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINO, LUIANA];1;14;1;0.117647058824;[HELENA, HELENI, HELENO];1;2;1;0.4;[HELENA, HELENI, HELENO];1;2;1;0.4
HELOISA;HELOISA,HELOIZA,ELOISA,ELOIZIA,ELUIZA;[HELOISA];1;0;4;0.333333333333;[HELOISA];1;0;4;0.333333333333;[HELCIO, HELES, HELOISA, HELOIZA];2;2;3;0.444444444444;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];5;80;0;0.111111111111;[ELOISA, HELOISA, HELOIZA];3;0;2;0.75;[CLEZIO, CLOYSIO, HELOISA, HELOIZA, LEISE, LESIA, LEZIO, LUISA, LUIZA, LUSIA, LUZIA];2;9;3;0.25;[HELOISA, HELOIZA];2;0;3;0.571428571429;[HELOISA, HELOIZA];2;0;3;0.571428571429
HERCULANO;ERCULANO, HERCULANO;[HERCULANO, HERCULES];0;2;2;0.0;[HERCULANO];0;1;2;0.0;[HERCULANO];0;1;2;0.0;[ERCULANO, HERCULANO];1;1;1;0.5;[ERCULANO, HERCULANO];1;1;1;0.5;[HERCULANO];0;1;2;0.0;[HERCULANO];0;1;2;0.0;[HERCULANO];0;1;2;0.0
HERCULANO;HERCULANO,ERCULANO;[HERCULANO, HERCULES];1;1;1;0.5;[HERCULANO];1;0;1;0.666666666667;[HERCULANO];1;0;1;0.666666666667;[ERCULANO, HERCULANO];2;0;0;1.0;[ERCULANO, HERCULANO];2;0;0;1.0;[HERCULANO];1;0;1;0.666666666667;[HERCULANO];1;0;1;0.666666666667;[HERCULANO];1;0;1;0.666666666667
HUDSON;HUDSON, UDSON,UDILSON;[HUDSON];1;0;2;0.5;[HUDSON];1;0;2;0.5;[HUDSON];1;0;2;0.5;[ADACIR, ADASIO, ADERSON, ADESIL, ADIRCIO, ADIRSON, DACIO, DAISE, DARCIO, DASI, DAYSE, DECIO, DESIO, DEUSIL, DIRCEA, DIRCEU, DIRSO, DIRSON, EDECIO, EDESON, EDIRSON, EDISON, EDIZA, EDSE, EDSON, HUDSON, UDSON];1;26;2;0.0666666666667;[HUDSON, UDSON];1;1;2;0.4;[DECIMO, HUDSON];1;1;2;0.4;[HUDSON];1;0;2;0.5;[HUDSON];1;0;2;0.5
HUMBERTO;HUMBERTO,UMBERTO;[HUMBERTO];1;0;1;0.666666666667;[HUMBERTO];1;0;1;0.666666666667;[HUMBERTO];1;0;1;0.666666666667;[HUMBERTO, UMBERTO];2;0;0;1.0;[HUMBERTO, UMBERTO];2;0;0;1.0;[HUMBERTO];1;0;1;0.666666666667;[HUMBERTO];1;0;1;0.666666666667;[HUMBERTO];1;0;1;0.666666666667
IEDA;IEDA,IEDDA,YEDA,YEDDA;[IEDA];1;0;3;0.4;[IEDA];1;0;3;0.4;[IDA, IEDA, IEDDA, ITO];2;2;2;0.5;[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA];4;41;0;0.163265306122;[IEDA, IEDDA, YEDA, YEDDA];4;0;0;1.0;[IDA, IEDA, YEDA];2;1;2;0.571428571429;[IEDA, IEDDA, YEDA, YEDDA];4;0;0;1.0;[YEDA, YEDDA, IEDDA, IEDA];4;0;0;1.0
ILSA;ILSA,ILZA;[ILSA];1;0;1;0.666666666667;[ILSA];1;0;1;0.666666666667;[ILCA, ILKA, ILSA, ILZA];2;2;0;0.666666666667;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ILSA, ILZA];2;0;0;1.0;[ILSA];1;0;1;0.666666666667;[ILSA, ILZA];2;0;0;1.0;[ILSA, ILZA];2;0;0;1.0
ILTON;ILTON,ILTOM,HILTON,HYLTON;[ILTON];1;0;3;0.4;[ILTON];1;0;3;0.4;[ILTOM, ILTON];2;0;2;0.666666666667;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];4;30;0;0.210526315789;[HILTON, HYLTON, ILTOM, ILTON, ITO];4;1;0;0.888888888889;[ILTOM, ILTON];2;0;2;0.666666666667;[ILTON];1;0;3;0.4;[ILTOM, ILTON];2;0;2;0.666666666667
INACIO;INACIO,IGNACIO;[INACIO];1;0;1;0.666666666667;[INACIO];1;0;1;0.666666666667;[INACIO, INES, INEZ, INIS];1;3;1;0.333333333333;[AMANCIO, ANDERSON, ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, EMERSON, ENDERSON, ENEUZA, HEMERSOM, IGNACIO, INACIO, MARCEL, MARCIA, MARCIAL, MARCIO, MÁRCIO, MECIAS, MERCES, MESSIAS, MICHAEL, MISAEL, MOACIR, MOACYR, MOISES, MOYSES, MUCIO, NARCISA, NARCISO, NEUSA, NEUZA, NISIA, NISUS, NIZIA, ONESIO, ONICIO];2;35;0;0.102564102564;[IGNACIO, INACIO];2;0;0;1.0;[INACIO, INES, INEZ, INIS];1;3;1;0.333333333333;[ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, INACIO, ONESIO, ONICIO];1;7;1;0.2;[INACIO];1;0;1;0.666666666667
INES;INES,INEZ,IGNES,IGNEZ,ENES;[INEIDA, INES];1;1;4;0.285714285714;[INES];1;0;4;0.333333333333;[INACIO, INES, INEZ, INIS];2;2;3;0.444444444444;[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS];5;62;0;0.138888888889;[IGNES, IGNEZ, INES, INEZ];4;0;1;0.888888888889;[INACIO, INES, INEZ, INIS];2;2;3;0.444444444444;[INES, INEZ, INIS];2;1;3;0.5;[INEZ, INIS, INES];2;1;3;0.5
IOLANDA;IOLANDA,YOLANDA;[IOLANDA];1;0;1;0.666666666667;[IOLANDA];1;0;1;0.666666666667;[IOLANDA];1;0;1;0.666666666667;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[IOLANDA, YOLANDA];2;0;0;1.0;[IOLANDA, YOLANDA];2;0;0;1.0;[IOLANDA, YOLANDA];2;0;0;1.0;[IOLANDA, YOLANDA];2;0;0;1.0
IRACY;IRACI,IRACY;[IRACY];1;0;1;0.666666666667;[IRACY];1;0;1;0.666666666667;[IRACI, IRACY, IRIS];2;1;0;0.8;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[IRACI, IRACY, IRAN];2;1;0;0.8;[IRACI, IRACY, IRIS];2;1;0;0.8;[IRACI, IRACY, IRIS];2;1;0;0.8;[IRACI, IRACY, IRIS];2;1;0;0.8
IRANI;IRANI,IRANY;[IRAN, IRANI];1;1;1;0.5;[IRAN, IRANI];1;1;1;0.5;[IRAN, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRNA, IRON];2;7;0;0.363636363636;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[IRANI, IRANY];2;0;0;1.0;[IRANI, IRANY, IRENE, IRENI, IRINEA, IRNA];2;4;0;0.5;[IRAN, IRANI, IRANY, IRENE, IRENI, IRNA, IRON];2;5;0;0.444444444444;[IRENI, IRANI, IRANY, IRENE, IRNA];2;3;0;0.571428571429
IRENI;IRENI,IRENE,ERENI;[IRENE, IRENI];2;0;1;0.8;[IRENE, IRENI];2;0;1;0.8;[IRAN, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRNA, IRON];2;7;1;0.333333333333;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];3;127;0;0.0451127819549;[IRENI];1;0;2;0.5;[IRANI, IRANY, IRENE, IRENI, IRINEA, IRNA];2;4;1;0.444444444444;[IRAN, IRANI, IRANY, IRENE, IRENI, IRNA, IRON];2;5;1;0.4;[IRENI, IRANI, IRANY, IRENE, IRNA];2;3;1;0.5
ISABEL;ISABEL,IZABEL;[ISABEL];1;0;1;0.666666666667;[ISABEL];1;0;1;0.666666666667;[ISABEL, IZABEL];2;0;0;1.0;[EUZEBIO, ISABEL, IZABEL];2;1;0;0.8;[ISABEL, IZABEL];2;0;0;1.0;[ISABEL, IZABEL];2;0;0;1.0;[ISABEL, IZABEL];2;0;0;1.0;[ISABEL, IZABEL];2;0;0;1.0
ISAIAS;ISAIAS,IZAIAS;[ISA, ISAIAS];1;1;1;0.5;[ISA, ISAIAS];1;1;1;0.5;[IACY, ISA, ISAC, ISAIAS, ISE, IZA, IZAIAS, IZO];2;6;0;0.4;[ACIR, AECIO, ASSIS, AZIS, AZIZ, AZIZA, CECY, CERSON, CESAR, CEZAR, ECIO, EUZI, EZIO, IACYN, ISA, ISAIAS, ISE, IZA, IZAIAS, IZO, OSEAS, OSEIAS, OZAIAS, OZEAS, OZIAS, SAUL, XERXES, YASUO, ZIEL, ZIZO];2;28;0;0.125;[ISAIAS, IZAIAS];2;0;0;1.0;[ISAIAS, IZAIAS];2;0;0;1.0;[ISAIAS, IZAIAS, OSEIAS, OZAIAS];2;2;0;0.666666666667;[ISAIAS, IZAIAS];2;0;0;1.0
ISALTINO;EXALTINO, ISALTINO, IZALTINA, IZALTINO;[ISALTINO];0;1;4;0.0;[ISALTINO];0;1;4;0.0;[ISALTINO, IZALTINA, IZALTINO, IZILDINHA];0;4;4;0.0;[EXALTINA, EXALTINO, ISALTINO, IZALTINA, IZALTINO];1;4;3;0.222222222222;[ISALTINO, IZALTINO];0;2;4;0.0;[ISALTINO, IZALTINA, IZALTINO];0;3;4;0.0;[ISALTINO, IZALTINO];0;2;4;0.0;[IZALTINO, ISALTINO];0;2;4;0.0
