BUSCA;Resultado Esperado;RSLP;ACRSLP;FPRSLP;FNRSLP;F1RSLP;SNOW;ACSNOW;FPSNOW;FNSNOW;F1SNOW;CHAVESOUNDEX;ACCHAVESOUNDEX;FPCHAVESOUNDEX;FNCHAVESOUNDEX;F1CHAVESOUNDEX;BUSCABR_SEM_VOGAL;ACBUSCABRSV;FPBUSCABRSV;FNBUSCABRSV;F1BUSCABRSV;BUSCABR;ACBUSCABR;FPBUSCABR;FNBUSCABR;F1BUSCABR;METAPHONEBR;ACMETAPHONEBR;FPMETAPHONEBR;FNMETAPHONEBR;F1METAPHONEBR;ROBERTO;ACROBERTO;FPROBERTO;FNROBERTO;F1ROBERTO
ELIZIO;ELIZIO,ELYSIO,ELISIO;[ELIZIO];1;0;2;0.5;[ELIZIO];1;0;2;0.5;[ELAISE, ELCI, ELCIAS, ELCIO, ELCY, ELEUZA, ELIAS, ELISA, ELISEU, ELISIO, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;23;0;0.206896551724;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];3;82;0;0.0681818181818;[ELISIO, ELIZIO, ELYSIO];3;0;0;1.0;[ELAISE, ELISA, ELISIO, ELIZA, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY];3;14;0;0.3;[ALECIO, ALICIO, ELISIO, ELIZIO, ELYSIO];3;2;0;0.75
ELOI;ELOY,ELOI;[ELOA, ELOI, ELOIR];1;2;1;0.4;[ELOA, ELOI, ELOIR];1;2;1;0.4;[ELI, ELIEL, ELIO, ELOA, ELOI, ELOY, ELY, EULALIA, EULALIO];2;7;0;0.363636363636;[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...];2;113;0;0.034188034188;[ELOI, ELOIR, ELOY];2;1;0;0.8;[ELI, ELIO, ELOA, ELOI, ELOY, ELY];2;4;0;0.5;[ELOI, ELOY];2;0;0;1.0
EMANOEL;EMANOEL,EMANUEL,EMMANOEL;[EMANOEL];1;0;2;0.5;[EMANOEL];1;0;2;0.5;[EMANOEL, EMANUEL, EMILIA, EMILIO, EMMANOEL, ENILA];3;3;0;0.666666666667;[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS];3;64;0;0.0857142857143;[EMANOEL, EMMANOEL];2;0;1;0.8;[EMANOEL, EMANUEL];2;0;1;0.8;[EMANOEL, EMMANOEL, MANOEL];2;1;1;0.666666666667
ENIO;ENIO,ENNIO;[ENI, ENIO];1;1;1;0.5;[ENI, ENIO];1;1;1;0.5;[ENE, ENI, ENIO, ENNIO, ENOI, ENY];2;4;0;0.5;[AGMAR, AMANDA, AMIL, AMIR, ANA, ANAEL, ANAIR, ANANIAS, ANAYR, ANDONIOS, ANNA, EMANOEL, EMANUEL, EMMANOEL, ENE, ENEAS, ENES, ENI, ENIO, ENIR, ENNIO, ENOI, ENOS, ENY, EUMENES, EUNICE, IGNES, IGNEZ, INES, INEZ, INIS, IOMAR, IONE, MAGNA, MAGNO, MAIL, MANOEL, MANUEL, MANY, MAX, NAHUR, NAIR, NAME, NANCE, NANCY, NEEMIAS, NEHEMIAS, NEI, NEIMAR, NENIS, NERCI, NERCY, NEY, NICE, NINIO, NOE, NOEL, NOEME, NOEMEA, NOEMI, NOEMIA, NOEMIO, NUNO, OMAR, ONAIR, ONDINA, ONIAS];2;65;0;0.0579710144928;[ENIO, ENNIO];2;0;0;1.0;[ENE, ENI, ENIO, ENNIO, ENOI, ENY];2;4;0;0.5;[ENIO, ENNIO];2;0;0;1.0
ENOQUE;ENOQUE,ENOCK;[ENOQUE];1;0;1;0.666666666667;[ENOQUE];1;0;1;0.666666666667;[ENEAS, ENES, ENEUZA, ENOCK, ENOQUE, ENOS, EUMENES, EUNICE];2;6;0;0.4;[ENOCK, ENOQUE, MAICON, MAYKHOM, MONICA];2;3;0;0.571428571429;[ENOQUE];1;0;1;0.666666666667;[ENOCK, ENOQUE];2;0;0;1.0;[ENOQUE];1;0;1;0.666666666667
ERALDO;ERALDO,HERALDO;[ERALDO];1;0;1;0.666666666667;[ERALDO];1;0;1;0.666666666667;[ERALDO, ERILDO, ERLITO];1;2;1;0.4;[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO];2;53;0;0.0701754385965;[ERALDO, HERALDO];2;0;0;1.0;[ERALDO, ERILDO];1;1;1;0.5;[ERALDO];1;0;1;0.666666666667
ERNANE;ERNANE,ERNANI;[ERNANE, ERNANI];2;0;0;1.0;[ERNANE, ERNANI];2;0;0;1.0;[ERENI, ERENY, ERMINIO, ERMY, ERNANE, ERNANI, ERON];2;5;0;0.444444444444;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[ERNANDES, ERNANE];1;1;1;0.5;[ERNANE, ERNANI];2;0;0;1.0;[ERNANE, ERNANI];2;0;0;1.0
ESDRA;ESDRA,ESDRAS;[ESDRA, ESDRAS];2;0;0;1.0;[ESDRA];1;0;1;0.666666666667;[ESDRA, ESTER, ESTHER];1;2;1;0.4;[CIDALIA, ESDRA, ESDRAS, ISDRA, IZIDORO, SIDALIA, SODRE, SUDARIA, SUDARIO];2;7;0;0.363636363636;[ESDRA, ESDRAS];2;0;0;1.0;[ESDRA];1;0;1;0.666666666667;[ESDRA];1;0;1;0.666666666667
ESTER;ESTHER,ESTER;[ESTER];1;0;1;0.666666666667;[ESTER];1;0;1;0.666666666667;[ESDRA, ESTER, ESTHER];2;1;0;0.8;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];2;32;0;0.111111111111;[ESTER, ESTHER];2;0;0;1.0;[ESTER, ESTHER];2;0;0;1.0;[ESTER];1;0;1;0.666666666667
EUCILDES;EUCILDES,EUCLIDES;[EUCILDES];1;0;1;0.666666666667;[EUCILDES];1;0;1;0.666666666667;[EUCILDES, EUCLIDES];2;0;0;1.0;[ACYLDA, EUCILDES, IZALDI, SHELDON, SILDES, SYLDY, ZILDA, ZILDE, ZULEIDE];1;8;1;0.181818181818;[EUCILDES];1;0;1;0.666666666667;[EUCILDES];1;0;1;0.666666666667;[EUCILDES];1;0;1;0.666666666667
ESTEVAO;ESTEVAO,ESTEVAM;[ESTEVAO];1;0;1;0.666666666667;[ESTEVAO];1;0;1;0.666666666667;[ESTEVAO];1;0;1;0.666666666667;[ALTEVIR, ALTIVO, ESTEVAM, ESTEVAO, OCTAVIO, OTAVIO];2;4;0;0.5;[ESTEVAO];1;0;1;0.666666666667;[ESTEVAO];1;0;1;0.666666666667;[ESTEVAO];1;0;1;0.666666666667
EMERSON;EMERSON,HEMERSOM;[EMERSON];1;0;1;0.666666666667;[EMERSON];1;0;1;0.666666666667;[EMERSON];1;0;1;0.666666666667;[AMANCIO, ANDERSON, ANESIO, ANEZIO, ANICIO, ANISIO, ANIZIO, EMERSON, ENDERSON, ENEUZA, HEMERSOM, IGNACIO, INACIO, MARCEL, MARCIA, MARCIAL, MARCIO, MÁRCIO, MECIAS, MERCES, MESSIAS, MICHAEL, MISAEL, MOACIR, MOACYR, MOISES, MOYSES, MUCIO, NARCISA, NARCISO, NEUSA, NEUZA, NISIA, NISUS, NIZIA, ONESIO, ONICIO];2;35;0;0.102564102564;[EMERSON, ENDERSON, HEMERSOM];2;1;0;0.8;[EMERSON];1;0;1;0.666666666667;[EMERSON];1;0;1;0.666666666667
EVANDO;EVANDO,EVANDRO;[EVANDO];1;0;1;0.666666666667;[EVANDO];1;0;1;0.666666666667;[EVANDO, EVANETE, EVONETE];1;2;1;0.4;[AVANI, AVANY, AVENIR, EVANDINO, EVANDO, IVANI, IVANIL, IVANIR, IVANOR, IVANY, IVONE, VAGNER, VANDA, VANDEIR, VANDER, VANDIR, VANI, VANIA, VANIO, VENINA, WAGNER, WANDA, WANDER, WANDERCY, WANIA, WANOR, WENDEL, WENDER, YOVONE, YVONICE];1;29;1;0.0625;[EVANDO];1;0;1;0.666666666667;[EVANDO];1;0;1;0.666666666667;[EVANDO];1;0;1;0.666666666667
EVERALDO;EVERALDO,EVERARDO;[EVERALDO];1;0;1;0.666666666667;[EVERALDO];1;0;1;0.666666666667;[EVERALDO];1;0;1;0.666666666667;[AVERALDO, EVALDO, EVERALDO, EVERARDO, EWALDO, IVALDO, VALDECI, VALDEIR, VALDIR, VALDO, VALDY, VILDA, VIOVALDO, VIVALDO, WALDA, WALDECY, WALDIR, WALDYR, WILDA, WILDES];2;18;0;0.181818181818;[EVERALDO, EVERARDO];2;0;0;1.0;[EVERALDO];1;0;1;0.666666666667;[AVERALDO, EVERALDO];1;1;1;0.5
EVERTON;EVERTON,EWERTON,HEVERTON;[EVERTON];1;0;2;0.5;[EVERTON];1;0;2;0.5;[EVERTINA, EVERTON];1;1;2;0.4;[EVERTON, EWERTON, HEVERTON, IVETE, IVETH, IVETTE, VALTAIR, VALTER, VALTUIR, VARTEIR, VICTO, VICTOR, VITAL, VITOR, WALTER, WALTHER, WELTON, WERTHER, WEVERTON, WILTON, YVETE, YVETTE];3;19;0;0.24;[EVERTON, EWERTON, HEVERTON];3;0;0;1.0;[EVERTON];1;0;2;0.5;[EVERTON, EWERTON, WEVERTON];2;1;1;0.666666666667
EVONETE;EVONETE,IVONETE,YVONETE;[EVONETE];1;0;2;0.5;[EVONETE];1;0;2;0.5;[EVANDO, EVANETE, EVONETE];1;2;2;0.333333333333;[EVANETE, EVANILTON, EVONETE, IVANETE, IVANITA, IVONETE, VANTUIL, VANTUIR, VENILTON, WANTUIL, WANTUIR, WENILTON, YVONETE];3;10;0;0.375;[EVONETE];1;0;2;0.5;[EVANETE, EVONETE];1;1;2;0.4;[EVONETE, IVONETE, YVONETE];3;0;0;1.0
FELIPE;PHILLIPE,FELIPE,FELIPPE,FILIPE;[FELIPE];1;0;3;0.4;[FELIPE];1;0;3;0.4;[FELIPE, FELIPPE, FILIPE, FLAVIA, FLAVIO, FULVIO];3;3;1;0.6;[FELIPE, FELIPPE, FILIPE, FLORIPES, PHILLIPE];4;1;0;0.888888888889;[FELIPE, FELIPPE];2;0;2;0.666666666667;[FELIPE, FILIPE];2;0;2;0.666666666667;[FELIPE, FELIPPE, FILIPE];3;0;1;0.857142857143
FILOMENA;PHILOMENA,FILOMENA;[FILOMENA];1;0;1;0.666666666667;[FILOMENA];1;0;1;0.666666666667;[FILOMENA];1;0;1;0.666666666667;[AFRANIO, FERNANDA, FERNANDES, FERNANDINO, FERNANDO, FILOMENA, FLORIANO, FLORINDA, PHILOMENA];2;7;0;0.363636363636;[FILOMENA, PHILOMENA];2;0;0;1.0;[FILOMENA];1;0;1;0.666666666667;[FILOMENA, PHILOMENA];2;0;0;1.0
GENARIO;GENARIO,GENARO;[GENARIO];1;0;1;0.666666666667;[GENARIO];1;0;1;0.666666666667;[GENARIO, GENARO, GUIOMAR];2;1;0;0.8;[ARGEMIRO, ARGIMIRO, GENARIO, GENARO, JANDIRA, JANDIRO, JANDYRA, JANYRA];2;6;0;0.4;[GENARIO];1;0;1;0.666666666667;[GENARIO, GENARO, JANYRA];2;1;0;0.8;[GENARIO];1;0;1;0.666666666667
GENILSON;GENILSON,GENILTON;[GENILSON];1;0;1;0.666666666667;[GENILSON];1;0;1;0.666666666667;[GENILSON];1;0;1;0.666666666667;[GENEROSA, GENILSON];1;1;1;0.5;[GENILSON];1;0;1;0.666666666667;[GENILSON];1;0;1;0.666666666667;[GENILSON];1;0;1;0.666666666667
GEOVANNI;GEOVANNI,GEOVANES,GIOVANE,GIOVANI,GIOVANNI;[GEOVANNI];1;0;4;0.333333333333;[GEOVANNI];1;0;4;0.333333333333;[GEOVAM, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI];4;1;1;0.8;[GEOVANES, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVENIL, JOVINA, JOVINIANO, JOVINO, JUVENAL, JUVENIL];5;6;0;0.625;[GEOVANNI, GIOVANI, GIOVANNI];3;0;2;0.75;[GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVINA, JOVINO];4;2;1;0.727272727273;[GEOVANNI, GIOVANI, GIOVANNI];3;0;2;0.75
GESSICA;GESSICA,JESSICA;[GESSI, GESSICA];1;1;1;0.5;[GESSICA];1;0;1;0.666666666667;[GECE, GESI, GESO, GESSI, GESSICA, GESSY];1;5;1;0.25;[GESSICA, JESSICA];2;0;0;1.0;[GESSICA];1;0;1;0.666666666667;[GESSICA, JESSICA];2;0;0;1.0;[GESSICA, JESSICA];2;0;0;1.0
GIOVANE;GIOVANE,GIOVANI,GIOVANNI;[GIOVANE, GIOVANI];2;0;1;0.8;[GIOVANE, GIOVANI];2;0;1;0.8;[GEOVAM, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI];3;2;0;0.75;[GEOVANES, GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVENIL, JOVINA, JOVINIANO, JOVINO, JUVENAL, JUVENIL];3;8;0;0.428571428571;[GEOVANES, GIOVANE];1;1;2;0.4;[GEOVANNI, GIOVANE, GIOVANI, GIOVANNI, JOVINA, JOVINO];3;3;0;0.666666666667;[GIOVANE];1;0;2;0.5
GLEIDSON;GLEIDSON,GREDSON,GREIDISON,GLADISSON,GLADSOM, GLAUDISON;[GLEIDSON];1;0;5;0.285714285714;[GLEIDSON];1;0;5;0.285714285714;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON];3;2;3;0.545454545455;[GLADISSON, GLADSOM, GLAUDISON, GLEDSON, GLEIDSON, GREDSON, GREIDISON];5;2;1;0.769230769231;[GLEIDSON];1;0;5;0.285714285714;[GLADISSON, GLADSOM, GLEDSON, GLEIDSON];3;1;3;0.6;[GLADISSON, GLEDSON, GLEIDSON];2;1;4;0.444444444444
GLEISSON;GLEISON,GLEISSON,GREISON;[GLEISSON];1;0;2;0.5;[GLEISSON];1;0;2;0.5;[GEILSON, GELSON, GILSON, GLEICIANO, GLEISON, GLEISSON, GLYCON];2;5;1;0.4;[AGLICIO, AGRICIO, GLAUCIA, GLAUCIO, GLEISON, GLEISSON, GREISON];3;4;0;0.6;[GLEISON, GLEISSON, GREISON];3;0;0;1.0;[GLEISSON];1;0;2;0.5;[GLEISON, GLEISSON];2;0;1;0.8
HEBER;HEBER,EBER,HEBERT;[HEBE, HEBER];1;1;2;0.4;[HEBE, HEBER];1;1;2;0.4;[HEBER];1;0;2;0.5;[ABEL, ABIA, ABRAAO, ABRAO, BRAZ, EBER, EBIO, EBRAIM, HEBE, HEBER, IBIS, IBRAHIM, UEBER];2;11;1;0.25;[EBER, HEBE, HEBER];2;1;1;0.666666666667;[HEBER];1;0;2;0.5;[HEBER];1;0;2;0.5
HELDER;HELDER,ELDER;[HELDER];1;0;1;0.666666666667;[HELDER];1;0;1;0.666666666667;[HELDER];1;0;1;0.666666666667;[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO];2;53;0;0.0701754385965;[ELDER, HELDER];2;0;0;1.0;[CLEYDER, HELDER, LEDIR];1;2;1;0.4;[HELDER];1;0;1;0.666666666667
HELENA;HELENA,ELENA;[HELENA, HELENI, HELENO];1;2;1;0.4;[HELENA, HELENI, HELENO];1;2;1;0.4;[HELEANA, HELENA, HELENI, HELENO, HELIANA, HIELEM, HILMO];1;6;1;0.222222222222;[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...];2;128;0;0.030303030303;[ELENA, HELENA];2;0;0;1.0;[HELEANA, HELENA, HELENI, HELENO, HELIANA, LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINO, LUIANA];1;14;1;0.117647058824;[HELENA, HELENI, HELENO];1;2;1;0.4
HELOISA;HELOISA,HELOIZA,ELOISA,ELOIZIA,ELUIZA;[HELOISA];1;0;4;0.333333333333;[HELOISA];1;0;4;0.333333333333;[HELCIO, HELES, HELOISA, HELOIZA];2;2;3;0.444444444444;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];5;80;0;0.111111111111;[ELOISA, HELOISA, HELOIZA];3;0;2;0.75;[CLEZIO, CLOYSIO, HELOISA, HELOIZA, LEISE, LESIA, LEZIO, LUISA, LUIZA, LUSIA, LUZIA];2;9;3;0.25;[HELOISA, HELOIZA];2;0;3;0.571428571429
HERCULANO;HERCULANO,ERCULANO;[HERCULANO, HERCULES];1;1;1;0.5;[HERCULANO];1;0;1;0.666666666667;[HERCULANO];1;0;1;0.666666666667;[ERCULANO, HERCULANO];2;0;0;1.0;[ERCULANO, HERCULANO];2;0;0;1.0;[HERCULANO];1;0;1;0.666666666667;[HERCULANO];1;0;1;0.666666666667
IEDA;IEDA,IEDDA,YEDA,YEDDA;[IEDA];1;0;3;0.4;[IEDA];1;0;3;0.4;[IDA, IEDA, IEDDA, ITO];2;2;2;0.5;[ADA, ADAHIR, ADAIR, ADAO, ADÃO, ADEIR, ADIR, ADYR, AIDA, AYDIL, DAIR, DARCI, DARCY, DEA, DERCI, DERCY, DIRCE, EDER, EDES, EDI, EDIE, EDIO, EDIR, EDIS, EDU, EDY, EDYR, EUDA, HAYDEE, HEDER, HEDES, HEDY, HEIDER, HEIDI, IDA, IDAIL, IDEAL, IDIS, IEDA, IEDDA, IUDAN, ODAIR, ODYR, YEDA, YEDDA];4;41;0;0.163265306122;[IEDA, IEDDA, YEDA, YEDDA];4;0;0;1.0;[IDA, IEDA, YEDA];2;1;2;0.571428571429;[IEDA, IEDDA, YEDA, YEDDA];4;0;0;1.0
ILSA;ILSA,ILZA;[ILSA];1;0;1;0.666666666667;[ILSA];1;0;1;0.666666666667;[ILCA, ILKA, ILSA, ILZA];2;2;0;0.666666666667;[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES];2;83;0;0.0459770114943;[ILSA, ILZA];2;0;0;1.0;[ILSA];1;0;1;0.666666666667;[ILSA, ILZA];2;0;0;1.0
ILTON;ILTON,ILTOM,HILTON,HYLTON;[ILTON];1;0;3;0.4;[ILTON];1;0;3;0.4;[ILTOM, ILTON];2;0;2;0.666666666667;[AELTON, AERTON, AHILTON, AILTHON, AILTON, AIRTON, ALTAIR, ALTAYR, ARTHUR, ARTUR, ASTOR, ASTREIA, ATHOS, AUTA, AYLTON, AYRTON, ELTON, ERTON, ESTER, ESTHER, HAILTON, HEITOR, HELTON, HILTON, HUET, HYLTON, ILTOM, ILTON, ITO, OTTO, TAEL, THAIS, TITO, UOSTON];4;30;0;0.210526315789;[HILTON, HYLTON, ILTOM, ILTON, ITO];4;1;0;0.888888888889;[ILTOM, ILTON];2;0;2;0.666666666667;[ILTON];1;0;3;0.4
